"date","season","hour","is.holiday","weekday","is.workingday","weathersit","temp","atemp","hum","windspeed","casual","registered"
"5116","2011-08-06",3,1,0,6,0,1,27.06,30.305,0.78,11.0014,17,50
"5117","2011-08-06",3,2,0,6,0,1,27.06,30.305,0.78,15.0013,14,39
"5118","2011-08-06",3,3,0,6,0,2,27.06,30.305,0.78,11.0014,14,28
"5119","2011-08-06",3,4,0,6,0,2,27.06,30.305,0.83,11.0014,5,5
"5120","2011-08-06",3,5,0,6,0,1,26.24,28.79,0.89,6.0032,2,4
"5121","2011-08-06",3,6,0,6,0,1,26.24,28.79,0.89,7.0015,5,22
"5122","2011-08-06",3,7,0,6,0,1,27.88,31.82,0.83,11.0014,14,49
"5123","2011-08-06",3,8,0,6,0,1,27.88,31.82,0.83,11.0014,27,94
"5124","2011-08-06",3,9,0,6,0,1,30.34,34.85,0.7,15.0013,60,155
"5125","2011-08-06",3,10,0,6,0,2,30.34,34.85,0.7,19.0012,91,199
"5126","2011-08-06",3,11,0,6,0,1,31.98,37.12,0.62,15.0013,138,211
"5127","2011-08-06",3,12,0,6,0,1,32.8,37.88,0.55,15.0013,130,252
"5128","2011-08-06",3,13,0,6,0,2,32.8,38.635,0.59,22.0028,176,265
"5129","2011-08-06",3,14,0,6,0,1,33.62,38.635,0.52,16.9979,176,204
"5130","2011-08-06",3,15,0,6,0,2,34.44,40.15,0.53,16.9979,130,232
"5131","2011-08-06",3,16,0,6,0,3,30.34,35.605,0.79,11.0014,155,188
"5132","2011-08-06",3,17,0,6,0,3,30.34,35.605,0.79,11.0014,61,88
"5133","2011-08-06",3,18,0,6,0,2,29.52,34.85,0.79,30.0026,81,130
"5134","2011-08-06",3,19,0,6,0,3,29.52,35.605,0.84,16.9979,57,114
"5135","2011-08-06",3,20,0,6,0,3,29.52,34.85,0.79,19.0012,58,79
"5136","2011-08-06",3,21,0,6,0,2,28.7,33.335,0.84,22.0028,28,86
"5137","2011-08-06",3,22,0,6,0,2,28.7,33.335,0.84,22.0028,24,96
"5138","2011-08-06",3,23,0,6,0,3,28.7,33.335,0.84,19.0012,29,79
"5139","2011-08-07",3,0,0,0,0,2,28.7,33.335,0.84,19.0012,14,66
"5140","2011-08-07",3,1,0,0,0,2,28.7,33.335,0.84,16.9979,10,63
"5141","2011-08-07",3,2,0,0,0,2,28.7,33.335,0.84,15.0013,18,48
"5142","2011-08-07",3,3,0,0,0,2,28.7,33.335,0.84,8.9981,9,23
"5143","2011-08-07",3,4,0,0,0,1,28.7,33.335,0.84,8.9981,1,5
"5144","2011-08-07",3,5,0,0,0,1,28.7,33.335,0.89,12.998,1,4
"5145","2011-08-07",3,6,0,0,0,1,28.7,33.335,0.89,11.0014,3,10
"5146","2011-08-07",3,7,0,0,0,1,28.7,33.335,0.84,12.998,11,28
"5147","2011-08-07",3,8,0,0,0,1,29.52,34.85,0.79,12.998,23,66
"5148","2011-08-07",3,9,0,0,0,1,31.16,37.12,0.75,7.0015,82,102
"5149","2011-08-07",3,10,0,0,0,1,32.8,40.15,0.66,8.9981,88,178
"5150","2011-08-07",3,11,0,0,0,1,33.62,41.665,0.63,0,113,156
"5151","2011-08-07",3,12,0,0,0,1,36.9,42.425,0.42,19.9995,161,209
"5152","2011-08-07",3,13,0,0,0,1,36.9,42.425,0.42,19.9995,118,206
"5153","2011-08-07",3,14,0,0,0,1,35.26,40.15,0.47,12.998,130,192
"5154","2011-08-07",3,15,0,0,0,3,29.52,34.85,0.74,19.9995,118,208
"5155","2011-08-07",3,16,0,0,0,3,29.52,34.85,0.74,19.9995,74,119
"5156","2011-08-07",3,17,0,0,0,3,30.34,35.605,0.74,43.0006,63,131
"5157","2011-08-07",3,18,0,0,0,1,29.52,34.85,0.74,6.0032,74,155
"5158","2011-08-07",3,19,0,0,0,1,29.52,34.85,0.79,11.0014,68,160
"5159","2011-08-07",3,20,0,0,0,1,29.52,35.605,0.84,8.9981,50,133
"5160","2011-08-07",3,21,0,0,0,1,29.52,35.605,0.84,7.0015,36,100
"5161","2011-08-07",3,22,0,0,0,1,28.7,33.335,0.89,12.998,21,82
"5162","2011-08-07",3,23,0,0,0,1,28.7,33.335,0.79,7.0015,12,43
"5163","2011-08-08",3,0,0,1,1,1,28.7,33.335,0.79,7.0015,13,17
"5164","2011-08-08",3,1,0,1,1,1,27.88,31.82,0.83,8.9981,4,8
"5165","2011-08-08",3,2,0,1,1,1,27.06,29.545,0.89,0,4,3
"5166","2011-08-08",3,3,0,1,1,1,27.06,29.545,0.89,0,1,0
"5167","2011-08-08",3,4,0,1,1,1,27.06,29.545,0.89,7.0015,2,8
"5168","2011-08-08",3,5,0,1,1,1,28.7,33.335,0.79,6.0032,1,14
"5169","2011-08-08",3,6,0,1,1,1,28.7,32.575,0.65,19.0012,8,87
"5170","2011-08-08",3,7,0,1,1,1,29.52,34.09,0.62,19.9995,18,249
"5171","2011-08-08",3,8,0,1,1,1,30.34,34.09,0.58,22.0028,29,320
"5172","2011-08-08",3,9,0,1,1,1,31.16,34.85,0.55,26.0027,37,146
"5173","2011-08-08",3,10,0,1,1,1,32.8,37.12,0.52,26.0027,62,62
"5174","2011-08-08",3,11,0,1,1,1,33.62,37.12,0.48,23.9994,90,89
"5175","2011-08-08",3,12,0,1,1,1,33.62,37.88,0.46,16.9979,48,134
"5176","2011-08-08",3,13,0,1,1,1,34.44,37.88,0.44,19.9995,43,108
"5177","2011-08-08",3,14,0,1,1,1,33.62,37.12,0.43,19.9995,41,109
"5178","2011-08-08",3,15,0,1,1,1,34.44,37.88,0.41,19.9995,40,86
"5179","2011-08-08",3,16,0,1,1,1,35.26,38.635,0.39,19.0012,64,218
"5180","2011-08-08",3,17,0,1,1,1,35.26,38.635,0.39,11.0014,67,460
"5181","2011-08-08",3,18,0,1,1,1,34.44,37.88,0.41,8.9981,64,465
"5182","2011-08-08",3,19,0,1,1,1,33.62,37.12,0.43,7.0015,64,352
"5183","2011-08-08",3,20,0,1,1,1,32.8,37.88,0.55,0,71,215
"5184","2011-08-08",3,21,0,1,1,1,31.16,35.605,0.58,6.0032,30,156
"5185","2011-08-08",3,22,0,1,1,1,31.16,35.605,0.58,7.0015,26,121
"5186","2011-08-08",3,23,0,1,1,1,30.34,34.85,0.66,7.0015,19,53
"5187","2011-08-09",3,0,0,2,1,1,29.52,34.85,0.79,8.9981,10,25
"5188","2011-08-09",3,1,0,2,1,1,29.52,34.09,0.66,0,5,9
"5189","2011-08-09",3,2,0,2,1,1,29.52,34.09,0.7,0,9,3
"5190","2011-08-09",3,3,0,2,1,1,29.52,34.09,0.62,0,0,3
"5191","2011-08-09",3,4,0,2,1,1,28.7,33.335,0.74,0,1,6
"5192","2011-08-09",3,5,0,2,1,1,28.7,32.575,0.65,6.0032,5,25
"5193","2011-08-09",3,6,0,2,1,1,29.52,33.335,0.64,0,6,95
"5194","2011-08-09",3,7,0,2,1,1,29.52,34.85,0.74,7.0015,30,313
"5195","2011-08-09",3,8,0,2,1,1,30.34,34.85,0.66,0,40,352
"5196","2011-08-09",3,9,0,2,1,2,31.98,37.12,0.62,8.9981,34,141
"5197","2011-08-09",3,10,0,2,1,2,32.8,38.635,0.59,15.0013,55,89
"5198","2011-08-09",3,11,0,2,1,1,32.8,38.635,0.59,15.0013,61,88
"5199","2011-08-09",3,12,0,2,1,1,33.62,39.395,0.56,12.998,60,125
"5200","2011-08-09",3,13,0,2,1,1,34.44,39.395,0.49,11.0014,48,127
"5201","2011-08-09",3,14,0,2,1,1,35.26,39.395,0.44,19.0012,53,95
"5202","2011-08-09",3,15,0,2,1,1,35.26,38.635,0.39,19.0012,58,106
"5203","2011-08-09",3,16,0,2,1,1,35.26,38.635,0.39,19.9995,57,228
"5204","2011-08-09",3,17,0,2,1,1,32.8,37.88,0.55,11.0014,79,453
"5205","2011-08-09",3,18,0,2,1,1,32.8,37.88,0.55,12.998,97,488
"5206","2011-08-09",3,19,0,2,1,1,32.8,37.12,0.49,7.0015,69,302
"5207","2011-08-09",3,20,0,2,1,1,32.8,36.365,0.43,12.998,34,258
"5208","2011-08-09",3,21,0,2,1,1,31.98,34.85,0.46,16.9979,46,184
"5209","2011-08-09",3,22,0,2,1,1,31.98,34.85,0.46,19.9995,28,127
"5210","2011-08-09",3,23,0,2,1,1,31.16,34.09,0.48,19.0012,22,53
"5211","2011-08-10",3,0,0,3,1,1,30.34,33.335,0.51,15.0013,19,18
"5212","2011-08-10",3,1,0,3,1,1,29.52,33.335,0.54,12.998,7,10
"5213","2011-08-10",3,2,0,3,1,1,29.52,33.335,0.54,11.0014,1,10
"5214","2011-08-10",3,3,0,3,1,1,28.7,32.575,0.58,11.0014,1,3
"5215","2011-08-10",3,4,0,3,1,1,28.7,32.575,0.54,8.9981,1,4
"5216","2011-08-10",3,5,0,3,1,1,27.88,31.82,0.61,6.0032,2,30
"5217","2011-08-10",3,6,0,3,1,1,27.88,31.82,0.61,0,9,110
"5218","2011-08-10",3,7,0,3,1,1,28.7,32.575,0.58,6.0032,16,289
"5219","2011-08-10",3,8,0,3,1,1,30.34,33.335,0.51,12.998,38,361
"5220","2011-08-10",3,9,0,3,1,1,31.16,34.09,0.48,15.0013,32,148
"5221","2011-08-10",3,10,0,3,1,1,32.8,36.365,0.43,15.0013,41,72
"5222","2011-08-10",3,11,0,3,1,1,32.8,35.605,0.41,26.0027,54,95
"5223","2011-08-10",3,12,0,3,1,1,33.62,36.365,0.38,19.9995,74,166
"5224","2011-08-10",3,13,0,3,1,1,33.62,36.365,0.38,19.0012,41,150
"5225","2011-08-10",3,14,0,3,1,1,34.44,36.365,0.34,22.0028,62,116
"5226","2011-08-10",3,15,0,3,1,1,35.26,37.12,0.3,22.0028,53,141
"5227","2011-08-10",3,16,0,3,1,1,35.26,37.12,0.26,19.9995,76,206
"5228","2011-08-10",3,17,0,3,1,1,34.44,35.605,0.26,19.9995,71,513
"5229","2011-08-10",3,18,0,3,1,1,33.62,35.605,0.28,19.9995,70,489
"5230","2011-08-10",3,19,0,3,1,1,32.8,34.85,0.26,16.9979,79,334
"5231","2011-08-10",3,20,0,3,1,1,31.16,33.335,0.31,8.9981,59,253
"5232","2011-08-10",3,21,0,3,1,1,31.16,33.335,0.33,7.0015,47,162
"5233","2011-08-10",3,22,0,3,1,1,30.34,32.575,0.37,0,17,122
"5234","2011-08-10",3,23,0,3,1,1,30.34,32.575,0.37,6.0032,14,94
"5235","2011-08-11",3,0,0,4,1,1,28.7,31.82,0.45,7.0015,6,40
"5236","2011-08-11",3,1,0,4,1,1,28.7,31.82,0.45,8.9981,9,17
"5237","2011-08-11",3,2,0,4,1,1,27.06,31.06,0.54,8.9981,3,8
"5238","2011-08-11",3,3,0,4,1,1,26.24,31.06,0.57,8.9981,2,7
"5239","2011-08-11",3,4,0,4,1,1,26.24,31.06,0.57,11.0014,1,4
"5240","2011-08-11",3,5,0,4,1,1,26.24,31.06,0.61,12.998,2,23
"5241","2011-08-11",3,6,0,4,1,1,25.42,30.305,0.65,11.0014,5,101
"5242","2011-08-11",3,7,0,4,1,1,27.06,31.06,0.54,8.9981,15,292
"5243","2011-08-11",3,8,0,4,1,1,28.7,31.82,0.45,11.0014,29,361
"5244","2011-08-11",3,9,0,4,1,1,29.52,32.575,0.39,15.0013,31,166
"5245","2011-08-11",3,10,0,4,1,1,30.34,32.575,0.37,16.9979,36,96
"5246","2011-08-11",3,11,0,4,1,1,31.16,33.335,0.35,16.9979,59,128
"5247","2011-08-11",3,12,0,4,1,1,31.98,34.09,0.31,16.9979,50,164
"5248","2011-08-11",3,13,0,4,1,1,31.16,33.335,0.31,15.0013,51,166
"5249","2011-08-11",3,14,0,4,1,1,32.8,34.85,0.29,0,39,103
"5250","2011-08-11",3,15,0,4,1,1,32.8,34.85,0.29,19.9995,52,126
"5251","2011-08-11",3,16,0,4,1,1,32.8,34.85,0.27,12.998,57,241
"5252","2011-08-11",3,17,0,4,1,1,32.8,34.85,0.29,16.9979,96,486
"5253","2011-08-11",3,18,0,4,1,1,31.98,34.09,0.29,6.0032,74,497
"5254","2011-08-11",3,19,0,4,1,1,30.34,32.575,0.35,12.998,48,323
"5255","2011-08-11",3,20,0,4,1,1,29.52,32.575,0.37,8.9981,56,232
"5256","2011-08-11",3,21,0,4,1,1,28.7,32.575,0.48,6.0032,35,171
"5257","2011-08-11",3,22,0,4,1,1,28.7,32.575,0.48,0,34,123
"5258","2011-08-11",3,23,0,4,1,1,27.06,31.06,0.5,11.0014,22,105
"5259","2011-08-12",3,0,0,5,1,1,26.24,31.06,0.53,11.0014,12,53
"5260","2011-08-12",3,1,0,5,1,1,26.24,31.06,0.53,8.9981,4,19
"5261","2011-08-12",3,2,0,5,1,1,25.42,31.06,0.57,12.998,0,15
"5262","2011-08-12",3,3,0,5,1,1,25.42,31.06,0.53,11.0014,0,9
"5263","2011-08-12",3,4,0,5,1,1,25.42,31.06,0.53,8.9981,0,5
"5264","2011-08-12",3,5,0,5,1,1,24.6,31.06,0.56,8.9981,2,24
"5265","2011-08-12",3,6,0,5,1,1,25.42,31.06,0.5,8.9981,3,73
"5266","2011-08-12",3,7,0,5,1,1,26.24,31.06,0.44,11.0014,17,247
"5267","2011-08-12",3,8,0,5,1,1,27.88,31.82,0.39,15.0013,29,397
"5268","2011-08-12",3,9,0,5,1,1,29.52,32.575,0.34,8.9981,27,178
"5269","2011-08-12",3,10,0,5,1,1,30.34,32.575,0.33,7.0015,44,86
"5270","2011-08-12",3,11,0,5,1,1,31.16,33.335,0.29,0,48,108
"5271","2011-08-12",3,12,0,5,1,1,32.8,34.85,0.27,0,55,167
"5272","2011-08-12",3,13,0,5,1,1,31.98,34.09,0.29,6.0032,74,179
"5273","2011-08-12",3,14,0,5,1,1,32.8,34.85,0.29,12.998,51,135
"5274","2011-08-12",3,15,0,5,1,1,32.8,34.85,0.29,11.0014,59,190
"5275","2011-08-12",3,16,0,5,1,1,33.62,35.605,0.28,0,68,266
"5276","2011-08-12",3,17,0,5,1,1,33.62,35.605,0.26,0,93,423
"5277","2011-08-12",3,18,0,5,1,1,31.16,34.09,0.4,19.9995,89,376
"5278","2011-08-12",3,19,0,5,1,1,30.34,33.335,0.42,15.0013,101,284
"5279","2011-08-12",3,20,0,5,1,1,29.52,32.575,0.42,15.0013,77,210
"5280","2011-08-12",3,21,0,5,1,1,28.7,32.575,0.48,8.9981,73,153
"5281","2011-08-12",3,22,0,5,1,1,27.88,31.82,0.51,0,74,157
"5282","2011-08-12",3,23,0,5,1,1,27.88,31.82,0.51,0,51,100
"5283","2011-08-13",3,0,0,6,0,1,27.88,31.82,0.51,7.0015,15,69
"5284","2011-08-13",3,1,0,6,0,2,27.88,31.82,0.57,6.0032,13,64
"5285","2011-08-13",3,2,0,6,0,1,27.88,31.82,0.57,0,16,58
"5286","2011-08-13",3,3,0,6,0,1,27.06,31.06,0.65,8.9981,9,18
"5287","2011-08-13",3,4,0,6,0,2,26.24,30.305,0.73,8.9981,5,5
"5288","2011-08-13",3,5,0,6,0,1,26.24,30.305,0.73,7.0015,3,15
"5289","2011-08-13",3,6,0,6,0,1,26.24,30.305,0.73,6.0032,3,19
"5290","2011-08-13",3,7,0,6,0,2,27.06,31.06,0.74,12.998,10,34
"5291","2011-08-13",3,8,0,6,0,2,28.7,32.575,0.65,11.0014,28,90
"5292","2011-08-13",3,9,0,6,0,2,28.7,33.335,0.74,11.0014,70,138
"5293","2011-08-13",3,10,0,6,0,2,29.52,34.85,0.74,15.0013,97,163
"5294","2011-08-13",3,11,0,6,0,2,30.34,34.85,0.7,12.998,122,192
"5295","2011-08-13",3,12,0,6,0,2,27.06,29.545,0.89,11.0014,175,246
"5296","2011-08-13",3,13,0,6,0,2,30.34,35.605,0.74,22.0028,61,92
"5297","2011-08-13",3,14,0,6,0,1,30.34,34.85,0.7,16.9979,113,146
"5298","2011-08-13",3,15,0,6,0,3,27.88,31.82,0.79,23.9994,150,208
"5299","2011-08-13",3,16,0,6,0,2,28.7,33.335,0.74,19.0012,148,133
"5300","2011-08-13",3,17,0,6,0,2,29.52,34.85,0.74,16.9979,97,172
"5301","2011-08-13",3,18,0,6,0,1,28.7,33.335,0.74,15.0013,123,169
"5302","2011-08-13",3,19,0,6,0,2,27.88,31.82,0.79,19.0012,67,170
"5303","2011-08-13",3,20,0,6,0,2,27.88,31.82,0.83,15.0013,78,105
"5304","2011-08-13",3,21,0,6,0,2,27.88,31.82,0.83,26.0027,40,127
"5305","2011-08-13",3,22,0,6,0,2,27.88,31.82,0.83,26.0027,36,118
"5306","2011-08-13",3,23,0,6,0,2,27.06,30.305,0.83,22.0028,25,95
"5307","2011-08-14",3,0,0,0,0,3,27.06,30.305,0.83,19.9995,19,71
"5308","2011-08-14",3,1,0,0,0,3,26.24,28.79,0.89,15.0013,16,57
"5309","2011-08-14",3,2,0,0,0,3,26.24,28.79,0.89,15.0013,13,49
"5310","2011-08-14",3,3,0,0,0,2,26.24,28.03,0.94,16.9979,5,22
"5311","2011-08-14",3,4,0,0,0,3,26.24,28.03,0.94,12.998,1,2
"5312","2011-08-14",3,5,0,0,0,2,26.24,28.03,0.94,11.0014,1,9
"5313","2011-08-14",3,6,0,0,0,2,26.24,28.03,0.94,7.0015,2,4
"5314","2011-08-14",3,7,0,0,0,2,27.06,29.545,0.89,12.998,4,20
"5315","2011-08-14",3,8,0,0,0,2,27.06,29.545,0.89,19.0012,20,21
"5316","2011-08-14",3,9,0,0,0,3,27.06,29.545,0.89,19.0012,27,76
"5317","2011-08-14",3,10,0,0,0,1,28.7,33.335,0.79,15.0013,67,116
"5318","2011-08-14",3,11,0,0,0,1,28.7,33.335,0.79,12.998,81,117
"5319","2011-08-14",3,12,0,0,0,2,28.7,33.335,0.79,15.0013,98,183
"5320","2011-08-14",3,13,0,0,0,1,29.52,34.85,0.74,16.9979,144,233
"5321","2011-08-14",3,14,0,0,0,1,30.34,34.85,0.7,12.998,126,244
"5322","2011-08-14",3,15,0,0,0,1,30.34,34.85,0.66,12.998,128,203
"5323","2011-08-14",3,16,0,0,0,1,30.34,34.85,0.66,11.0014,116,176
"5324","2011-08-14",3,17,0,0,0,1,31.16,35.605,0.62,8.9981,133,196
"5325","2011-08-14",3,18,0,0,0,1,30.34,34.85,0.66,11.0014,125,222
"5326","2011-08-14",3,19,0,0,0,1,29.52,34.85,0.74,15.0013,75,184
"5327","2011-08-14",3,20,0,0,0,1,28.7,33.335,0.84,11.0014,67,126
"5328","2011-08-14",3,21,0,0,0,3,24.6,27.275,0.88,32.9975,51,104
"5329","2011-08-14",3,22,0,0,0,3,24.6,27.275,0.88,32.9975,14,25
"5330","2011-08-14",3,23,0,0,0,3,24.6,28.03,0.83,0,5,22
"5331","2011-08-15",3,0,0,1,1,3,24.6,27.275,0.88,6.0032,7,18
"5332","2011-08-15",3,1,0,1,1,2,24.6,27.275,0.88,8.9981,1,9
"5333","2011-08-15",3,2,0,1,1,2,24.6,28.03,0.83,0,0,3
"5334","2011-08-15",3,3,0,1,1,1,24.6,28.03,0.83,12.998,1,6
"5335","2011-08-15",3,4,0,1,1,1,24.6,28.03,0.83,8.9981,1,4
"5336","2011-08-15",3,5,0,1,1,2,24.6,27.275,0.88,12.998,3,14
"5337","2011-08-15",3,6,0,1,1,1,24.6,27.275,0.88,16.9979,3,87
"5338","2011-08-15",3,7,0,1,1,1,24.6,27.275,0.88,16.9979,10,248
"5339","2011-08-15",3,8,0,1,1,1,26.24,29.545,0.78,22.0028,29,326
"5340","2011-08-15",3,9,0,1,1,1,26.24,29.545,0.78,22.0028,52,170
"5341","2011-08-15",3,10,0,1,1,1,27.88,31.82,0.69,19.0012,54,87
"5342","2011-08-15",3,11,0,1,1,2,29.52,34.09,0.62,16.9979,41,112
"5343","2011-08-15",3,12,0,1,1,1,30.34,34.09,0.58,19.0012,62,116
"5344","2011-08-15",3,13,0,1,1,1,31.98,35.605,0.52,19.0012,53,140
"5345","2011-08-15",3,14,0,1,1,1,30.34,34.09,0.55,6.0032,56,95
"5346","2011-08-15",3,15,0,1,1,3,30.34,34.09,0.55,19.9995,49,133
"5347","2011-08-15",3,16,0,1,1,1,30.34,34.09,0.55,22.0028,58,225
"5348","2011-08-15",3,17,0,1,1,1,30.34,33.335,0.51,19.0012,59,471
"5349","2011-08-15",3,18,0,1,1,1,28.7,32.575,0.65,12.998,70,413
"5350","2011-08-15",3,19,0,1,1,1,28.7,32.575,0.65,0,54,343
"5351","2011-08-15",3,20,0,1,1,1,27.06,31.06,0.74,8.9981,45,240
"5352","2011-08-15",3,21,0,1,1,1,27.06,31.06,0.65,12.998,34,150
"5353","2011-08-15",3,22,0,1,1,1,27.06,31.06,0.69,16.9979,22,76
"5354","2011-08-15",3,23,0,1,1,1,26.24,30.305,0.69,15.0013,11,77
"5355","2011-08-16",3,0,0,2,1,1,26.24,30.305,0.69,7.0015,8,23
"5356","2011-08-16",3,1,0,2,1,1,26.24,30.305,0.69,11.0014,4,12
"5357","2011-08-16",3,2,0,2,1,1,25.42,29.545,0.73,15.0013,1,3
"5358","2011-08-16",3,3,0,2,1,1,25.42,29.545,0.73,15.0013,1,5
"5359","2011-08-16",3,4,0,2,1,1,26.24,30.305,0.69,19.9995,0,5
"5360","2011-08-16",3,5,0,2,1,1,25.42,29.545,0.73,19.0012,1,29
"5361","2011-08-16",3,6,0,2,1,1,25.42,29.545,0.73,22.0028,4,115
"5362","2011-08-16",3,7,0,2,1,1,26.24,30.305,0.69,16.9979,18,328
"5363","2011-08-16",3,8,0,2,1,1,28.7,32.575,0.58,30.0026,24,417
"5364","2011-08-16",3,9,0,2,1,1,27.88,31.82,0.61,19.0012,27,171
"5365","2011-08-16",3,10,0,2,1,1,28.7,32.575,0.58,26.0027,28,83
"5366","2011-08-16",3,11,0,2,1,1,30.34,33.335,0.51,15.0013,40,110
"5367","2011-08-16",3,12,0,2,1,1,31.16,34.09,0.48,22.0028,42,120
"5368","2011-08-16",3,13,0,2,1,1,31.16,34.09,0.48,19.9995,45,147
"5369","2011-08-16",3,14,0,2,1,1,31.16,34.09,0.45,27.9993,65,117
"5370","2011-08-16",3,15,0,2,1,1,32.8,35.605,0.41,19.9995,36,123
"5371","2011-08-16",3,16,0,2,1,1,32.8,35.605,0.41,15.0013,55,248
"5372","2011-08-16",3,17,0,2,1,1,31.16,34.09,0.45,22.0028,75,525
"5373","2011-08-16",3,18,0,2,1,1,31.16,34.09,0.45,15.0013,54,516
"5374","2011-08-16",3,19,0,2,1,1,30.34,33.335,0.48,12.998,56,320
"5375","2011-08-16",3,20,0,2,1,1,30.34,33.335,0.51,0,48,232
"5376","2011-08-16",3,21,0,2,1,1,29.52,33.335,0.54,0,38,177
"5377","2011-08-16",3,22,0,2,1,1,28.7,32.575,0.61,0,31,121
"5378","2011-08-16",3,23,0,2,1,1,27.06,31.06,0.65,8.9981,20,57
"5379","2011-08-17",3,0,0,3,1,1,27.06,31.06,0.69,6.0032,8,16
"5380","2011-08-17",3,1,0,3,1,1,26.24,30.305,0.73,11.0014,2,12
"5381","2011-08-17",3,2,0,3,1,1,27.06,31.06,0.69,0,0,6
"5382","2011-08-17",3,3,0,3,1,1,26.24,29.545,0.78,0,1,4
"5383","2011-08-17",3,4,0,3,1,1,26.24,30.305,0.73,0,0,5
"5384","2011-08-17",3,5,0,3,1,1,26.24,30.305,0.73,0,0,28
"5385","2011-08-17",3,6,0,3,1,1,25.42,29.545,0.78,0,4,101
"5386","2011-08-17",3,7,0,3,1,1,27.06,31.06,0.65,6.0032,12,296
"5387","2011-08-17",3,8,0,3,1,1,28.7,32.575,0.54,11.0014,35,452
"5388","2011-08-17",3,9,0,3,1,1,30.34,33.335,0.48,6.0032,31,178
"5389","2011-08-17",3,10,0,3,1,1,31.16,34.09,0.43,6.0032,27,91
"5390","2011-08-17",3,11,0,3,1,1,31.98,34.85,0.43,7.0015,20,108
"5391","2011-08-17",3,12,0,3,1,1,32.8,36.365,0.43,19.0012,26,163
"5392","2011-08-17",3,13,0,3,1,1,32.8,35.605,0.41,12.998,38,138
"5393","2011-08-17",3,14,0,3,1,1,33.62,36.365,0.36,11.0014,54,138
"5394","2011-08-17",3,15,0,3,1,1,32.8,36.365,0.43,8.9981,42,117
"5395","2011-08-17",3,16,0,3,1,1,33.62,37.12,0.43,15.0013,62,238
"5396","2011-08-17",3,17,0,3,1,1,32.8,37.12,0.49,15.0013,46,506
"5397","2011-08-17",3,18,0,3,1,1,31.16,34.85,0.55,16.9979,86,470
"5398","2011-08-17",3,19,0,3,1,1,31.16,34.85,0.55,15.0013,50,297
"5399","2011-08-17",3,20,0,3,1,1,30.34,34.09,0.58,16.9979,37,243
"5400","2011-08-17",3,21,0,3,1,1,29.52,34.09,0.62,15.0013,38,192
"5401","2011-08-17",3,22,0,3,1,1,28.7,32.575,0.65,12.998,29,142
"5402","2011-08-17",3,23,0,3,1,1,28.7,32.575,0.65,19.0012,20,85
"5403","2011-08-18",3,0,0,4,1,1,27.88,31.82,0.65,8.9981,18,38
"5404","2011-08-18",3,1,0,4,1,2,27.06,31.06,0.65,11.0014,13,11
"5405","2011-08-18",3,2,0,4,1,1,27.06,31.06,0.65,15.0013,2,4
"5406","2011-08-18",3,3,0,4,1,1,27.06,31.06,0.69,19.0012,0,6
"5407","2011-08-18",3,4,0,4,1,1,26.24,30.305,0.73,15.0013,0,9
"5408","2011-08-18",3,5,0,4,1,1,26.24,29.545,0.78,19.0012,0,27
"5409","2011-08-18",3,6,0,4,1,2,26.24,29.545,0.78,16.9979,6,97
"5410","2011-08-18",3,7,0,4,1,1,26.24,29.545,0.78,19.9995,19,289
"5411","2011-08-18",3,8,0,4,1,1,27.06,31.06,0.74,19.0012,27,393
"5412","2011-08-18",3,9,0,4,1,1,29.52,34.09,0.66,16.9979,42,186
"5413","2011-08-18",3,10,0,4,1,1,30.34,34.85,0.66,16.9979,37,92
"5414","2011-08-18",3,11,0,4,1,1,31.16,35.605,0.58,16.9979,44,97
"5415","2011-08-18",3,12,0,4,1,1,32.8,37.12,0.52,19.0012,34,139
"5416","2011-08-18",3,13,0,4,1,1,32.8,37.12,0.52,23.9994,33,154
"5417","2011-08-18",3,14,0,4,1,1,33.62,37.88,0.46,22.0028,67,115
"5418","2011-08-18",3,15,0,4,1,1,32.8,36.365,0.46,23.9994,56,118
"5419","2011-08-18",3,16,0,4,1,1,32.8,36.365,0.46,23.9994,49,196
"5420","2011-08-18",3,17,0,4,1,3,32.8,36.365,0.46,19.9995,44,365
"5421","2011-08-18",3,18,0,4,1,3,31.16,34.85,0.55,16.9979,48,226
"5422","2011-08-18",3,19,0,4,1,1,27.06,30.305,0.83,7.0015,26,115
"5423","2011-08-18",3,20,0,4,1,1,27.06,30.305,0.83,7.0015,24,141
"5424","2011-08-18",3,21,0,4,1,2,27.88,31.82,0.79,0,12,137
"5425","2011-08-18",3,22,0,4,1,2,28.7,33.335,0.74,7.0015,18,117
"5426","2011-08-18",3,23,0,4,1,2,28.7,33.335,0.74,8.9981,20,94
"5427","2011-08-19",3,0,0,5,1,3,27.88,31.82,0.69,12.998,9,53
"5428","2011-08-19",3,1,0,5,1,3,26.24,28.79,0.89,0,1,19
"5429","2011-08-19",3,2,0,5,1,3,26.24,28.79,0.83,0,0,8
"5430","2011-08-19",3,3,0,5,1,1,26.24,29.545,0.78,0,2,1
"5431","2011-08-19",3,4,0,5,1,1,26.24,28.79,0.83,0,1,7
"5432","2011-08-19",3,5,0,5,1,1,26.24,28.79,0.83,0,1,16
"5433","2011-08-19",3,6,0,5,1,1,26.24,28.79,0.83,0,2,91
"5434","2011-08-19",3,7,0,5,1,2,27.06,30.305,0.83,6.0032,12,251
"5435","2011-08-19",3,8,0,5,1,2,27.06,30.305,0.83,0,30,368
